common_roots,relevance_degree,fasttext
7,2,0.6266375537746144
1,1,0.4200767323348893
5,2,0.5158670722682047
3,2,0.3319471224012454
2,2,0.3646918861929293
5,2,0.4963860964275305
5,2,0.6682615785056549
2,1,0.7007243762135499
0,0,0.3070413363048392
3,2,0.464409121231122
2,1,0.3361644805553475
0,1,0.2062603215277518
1,1,0.0995727634967635
0,1,0.2260562137754946
0,1,0.1898107805909869
6,1,0.4434081935579491
5,2,0.4542377150823252
4,2,0.258051526898823
1,1,0.1075918789893393
4,2,0.2998546679591276
4,1,0.3246103765519945
5,1,0.3768042307108391
1,1,0.1380884769884502
0,1,0.0118531380381658
5,2,0.5244124583101385
6,2,0.6117899738885401
0,1,0.2252635783519967
0,1,0.1942059938583946
2,1,0.398145180698045
3,1,0.2370628880337022
1,1,0.0143636436626338
2,1,0.0800207429692661
2,1,0.336069749761036
3,2,0.1691603143060719
2,0,0.0120776408858927
3,1,0.2229174031305996
3,2,0.449142574534779
4,2,0.4501691536506215
1,1,-0.0939940574779522
1,0,0.0685511875603009
5,2,0.7747491115149245
0,1,0.2003385184870309
2,1,0.40509214207557
2,1,0.3550874982015845
0,0,-0.0370411828499402
0,1,0.1633330744009947
1,1,0.205516390068191
2,1,0.1387228317075023
0,1,0.0637797525636897
1,2,0.3688125625116358
0,2,0.427585520999482
3,2,0.4487237368362193
2,2,0.4933216629674966
7,2,0.8134520556530717
0,2,-0.1626977757337912
1,2,0.4246793842181448
3,2,0.3546167515730422
0,1,0.16123823446391
0,2,0.2892488288938146
0,0,0.1526888686919622
0,2,0.1159227286182316
0,2,0.2929467123593815
0,0,0.1009066000996448
1,2,0.2851439296893846
2,1,0.3340854692009398
0,1,0.1595978079390663
1,2,0.2873842361592256
0,1,0.1198884764858006
2,2,0.850230359866256
0,1,0.125612802494211
4,2,0.3817443177624188
1,2,0.339591098321829
3,2,0.3425292476661016
2,2,0.28063315481
2,2,0.430958518502483
0,1,-0.0853695872620751
5,2,0.5522221487562357
2,2,0.2127968180378337
1,2,0.1690050250198187
1,2,0.125493657107543
0,1,0.0466172751793174
4,2,0.5485030508245942
0,1,-0.1467859103952174
1,1,0.2188205103433568
1,1,0.2670370209780605
2,2,0.2690476565801675
2,2,0.3217755645371644
1,2,0.3915142346235754
0,2,0.3308723189242378
1,2,0.2390576188550017
0,1,0.1590795797438097
0,1,0.0618988798791091
1,1,0.1389955306639735
2,2,-0.0349410420005235
0,2,0.1777088093671778
12,2,0.9430920405016224
1,1,-0.3180320203259332
2,2,0.4340058169564533
3,2,0.5566828612415571
3,2,0.5833784045465333
2,2,0.1336767851112973
2,2,0.2793415824472741
2,1,0.0521864365467082
2,2,0.4737004010667307
2,2,0.2626242298528403
4,2,0.4671367712469202
2,1,0.2633862724439536
0,0,-0.1391502554014562
2,0,0.1516720552468847
3,1,0.0657103671509264
1,0,0.0122339041060733
15,2,0.7701806369704719
2,0,0.2561709005468557
0,0,0.070692711837434
2,1,0.4539928332870607
1,1,0.2500681533246428
4,1,0.3380600814449719
2,2,0.5632343109131153
3,2,0.4979017691260878
7,2,0.862887307251961
3,2,0.2044802846803977
2,2,0.4107807754676115
3,2,0.1136566557308395
1,2,0.1785042021208534
4,2,0.3268385864656687
0,1,0.0561118925757604
1,1,0.404941574799066
0,1,0.1637820338669914
0,1,0.0831729232568229
0,1,0.1633775804718706
1,1,0.1152450429605776
5,1,0.3558560826737628
4,1,0.3239633500606536
4,1,0.2141579151705622
5,1,0.3950086809855002
1,1,0.3665029021311206
1,1,0.4383680895408261
3,2,0.4234181964995388
0,1,0.2641002813587425
0,1,0.1296816482282561
0,0,0.2116963776170836
0,0,0.1476179330294626
2,1,0.2983064006940108
0,1,0.214213286832745
0,1,-0.0073483201226024
0,1,0.0840310557333677
2,1,0.3353668700111337
1,1,0.3353856800276475
0,1,0.0817685356784345
0,1,0.0648745144991736
0,1,0.1553881493472581
0,1,0.2220210955760642
0,1,0.2215331655478855
0,1,0.2456275099532195
0,1,0.0384034386496499
3,2,0.4131923620979328
1,1,0.1999052953234563
0,1,-0.0615445415167597
1,2,0.4079145463903749
2,2,0.2146630567503594
4,1,0.3941107945865071
0,1,0.2905374189936514
4,1,0.276372677638209
1,1,0.1967016820385961
3,1,0.3359842366798103
0,1,0.0362121735495798
1,1,0.2153136569604828
0,1,0.4064503290091347
9,2,0.6583849926757227
1,2,0.0249595826495484
5,2,0.329784533579063
4,2,0.5339504918742215
1,2,0.0523119669942833
2,2,0.266969388003386
2,1,0.4782918600982712
2,1,0.3019598920310316
1,1,0.241322605907029
7,2,0.6249952399769536
6,2,0.4957919455468894
1,2,0.2929709617509644
0,0,0.0735599084718603
1,0,0.1297522289229188
2,1,0.3169657977642985
6,2,0.6923981746842387
2,2,0.229908213239013
1,1,0.144836710803721
1,1,0.45713968767197
1,1,0.6100013913986138
4,2,0.5740346945756665
0,1,0.2155546339222003
0,1,0.1058415885928943
1,1,-0.109694955246646
1,2,0.3736791817388395
0,2,0.3085363645892501
1,1,0.1776968075845005
3,1,0.4618156118126267
0,1,0.256331036132584
1,0,0.1263816769669101
2,2,0.3992640215968381
4,1,0.4709394035782754
1,1,0.2835863226600117
2,2,0.3558396619221471
2,1,0.381615216918824
5,2,0.1559063139158714
2,2,0.3405032686958673
5,2,0.4309943128380021
9,1,0.2567432782781197
7,0,0.2751040592132102
9,0,0.4045659067757668
10,0,0.4991285107530877
8,0,0.2039837835244742
3,2,0.3333035560920407
2,0,0.1381482789165314
2,2,0.0333327022460579
3,0,-0.10218235230301
1,1,0.3419566864921377
2,1,0.1347862197489507
7,0,0.4240965367465301
6,0,0.3681753252841131
8,0,0.3226406178629454
7,0,0.3123318400415227
1,0,0.243132328070432
2,0,0.3176968712823529
11,0,0.3102627512530263
7,2,0.500536661331595
2,1,0.3034722976465045
2,1,0.1744487457941005
1,1,0.1020260087783238
0,1,0.1532161240592802
3,1,0.4166263270483474
4,2,0.5152408731420445
2,1,0.2262998167830632
2,1,0.3664249857697298
0,0,0.1325343900034458
2,2,0.4729014264652585
3,1,0.3232186233228008
2,1,0.17981202042576
0,1,-0.0071535270598203
5,1,0.3686585560957013
2,1,0.2644298092383818
4,1,0.3515747247457768
0,0,-0.072094176587194
3,2,0.0517153447639824
2,1,0.5537559331194692
0,1,0.2735648235084158
1,2,0.2390475908565846
1,1,0.3116337891227682
0,1,0.2356105359228963
0,0,0.0371286628673506
0,0,-0.0446415966761066
0,1,-0.0118601111370497
0,0,-0.1809846150232712
7,1,0.7572596485050809
6,1,0.4970489637920183
3,2,0.3471038143677725
2,2,0.3951789000370522
3,2,0.2351469435587916
2,2,0.2589620991844736
3,2,0.4210617484375309
3,2,0.427649492699264
3,2,0.5802073505943545
2,2,0.487361186692045
0,1,0.4345675441606829
0,1,-0.078812434453612
1,1,0.42772853503165
4,2,0.4228911762925472
2,2,0.6068778908084019
3,2,0.7425908253748059
0,1,0.155218593351
2,1,0.3382925081618618
1,2,0.4202382738236782
2,2,0.6813651163165768
3,0,0.5127054647109005
0,0,0.068855897129832
1,0,0.0006977007659943
1,0,0.3434938523467004
0,0,0.4134231187930792
1,2,0.0874451167531897
0,0,0.0786143418646716
3,2,0.4125768374711448
3,2,0.6069624511463825
4,2,0.7321789397621572
1,2,0.3494742230976553
3,2,0.2384561362778265
5,2,0.3018834362983033
8,2,0.5638768586572813
1,1,0.2762451183495418
2,1,0.6662501867540557
3,2,0.2714975495098082
0,1,-0.1440149822472432
2,1,0.3816466065951549
3,1,0.2839189881414098
3,2,0.3114404987765797
5,1,0.3645977932896878
1,1,0.305536433504686
1,2,-0.0343617899298327
0,2,0.1802181278821661
0,1,-0.0405039911005999
0,1,-0.0610408096466106
0,1,0.123872767629256
0,1,0.0873728193240536
2,1,0.3357519524566666
0,1,0.3016379666760539
2,1,0.4133713133588431
2,1,0.4038761147386716
6,2,0.72084825522904
4,2,0.4635778091101927
0,0,-0.0888733779712957
3,2,0.6635698922541365
4,2,0.3810490589126948
1,1,0.165369880801501
2,0,-0.0586167623782706
3,1,0.617183321097322
1,1,0.4906548758595912
4,1,0.444378286441809
1,1,0.2122793822370401
4,1,0.3137975547957633
0,2,0.3312748960408992
1,2,0.2361149603313971
3,1,0.2518820473137345
4,2,0.4086284670932066
0,0,0.1270122942366669
1,2,0.3897971616556845
0,1,0.2717282913996709
0,1,0.0700284978402788
0,2,0.3639684634744299
2,2,0.303002839419324
0,0,-0.0899552072754755
0,1,0.0623559040414322
2,1,0.4539253903600509
0,2,0.4292013007765229
2,1,0.3320173922103928
3,2,0.288920376148233
5,2,0.4315207032664764
5,2,0.1719462577559892
2,0,0.1680488205885546
1,1,0.011423292979886
6,2,0.3906343678781379
3,1,0.2224156831248941
4,2,0.0827781182346561
7,2,0.7518604790435729
2,1,0.1854591897631883
0,0,0.0185000935912408
1,0,0.2516579261926129
1,2,0.1366962553813071
3,1,0.5728707789774993
2,1,0.0546782864101392
3,1,0.1388406742525854
1,1,0.15135773823641
1,1,0.0256297989557371
1,1,-0.0595403439261416
1,1,0.2171864993034536
4,2,0.5123733241997135
1,2,0.3808256499332431
4,2,0.490141596369114
2,1,0.2558015311970771
0,1,-0.0850793824765672
3,1,0.1156296949998866
2,2,0.1839160450624638
1,2,0.4782226886108234
1,1,0.009461436713231
4,1,0.444378286441809
1,1,0.5142160895662194
1,1,0.2897837549125444
1,1,0.4195671328131565
2,1,0.3872872573195302
4,1,0.284333583318629
1,2,0.3576416291001802
1,1,0.3562523333927627
0,2,0.3010073738504945
0,1,0.2837899631890884
0,1,-0.0803645691047259
0,2,0.1031068211167585
0,2,0.0655765757630903
0,2,0.1194831275386018
0,1,0.0828430861109205
3,1,0.7457977656896783
0,1,0.2600795581991573
0,1,0.4159434170256929
0,1,0.2298036733020789
0,1,0.3712657065446346
0,1,0.3276635988878518
0,1,0.3394615703614775
0,1,0.1239035648890993
0,0,-0.1238056414057846
0,0,-0.0281409165647929
0,0,-0.0086703028208934
0,0,-0.2163064174513241
0,0,0.0106499043621106
0,0,-0.0364932432680783
1,1,0.3362608221106323
5,1,0.554896184192094
3,1,0.6972133529209518
4,1,0.4396548467284469
0,1,-0.0100189358422821
5,1,0.551281816510011
3,2,0.3863454466270562
0,2,0.1543047023020916
0,1,0.2706109475846027
2,0,0.4879677118131714
0,2,0.2399912654274494
4,1,0.2575774935950689
2,2,0.3792147693858947
4,1,0.4395629624387795
3,2,0.3058502227496787
2,2,0.3846761856630663
3,1,0.4192418944097051
5,2,0.2914690430326978
1,1,0.2911017200575586
1,1,0.0349976950929474
2,1,0.3286582158188676
14,2,0.6016955152579663
9,1,0.2610788933073659
7,2,0.5802073505943545
5,1,0.4192418944097051
4,1,0.2938605690668384
0,2,0.2916206024686788
3,2,0.342321085364019
8,1,0.3540132939264692
12,1,0.71245786147167
11,2,0.7887604794111686
0,1,0.3063438987210563
0,1,0.0634552143711626
2,2,0.3889308206098785
4,2,0.5655276738100463
3,2,0.3947091093446501
2,1,0.4724874203233362
2,2,0.5405407105011627
0,1,0.000503321929475
0,0,0.3811277096777687
3,2,0.650083602767028
0,1,1.0
11,2,0.7753087811103125
8,2,0.4863718592891846
6,2,0.4384926390697093
2,2,0.4106583332919475
6,2,0.4947680833414061
0,2,0.2982451566244541
0,1,0.2505793860928446
5,2,0.3972082707872708
4,2,0.4962888152360653
2,1,0.1867809074138982
0,1,-0.0273760937992312
1,2,0.2264202161772591
0,2,0.1848847367639368
0,2,0.133630228894975
1,2,-0.0595829680123098
0,2,0.0499635863350374
1,2,0.1285607143899531
0,2,0.2903454680167175
2,2,0.3848499804434314
0,2,0.0840440448192497
0,2,0.1969548282183869
0,2,0.0586912475124135
1,2,0.2109069107601114
1,2,0.3967823102316842
1,2,0.1503876905869799
1,2,0.3696264041501483
2,2,0.4385496024312794
2,2,0.4400141216021029
2,1,0.5055826525167022
2,2,0.4776614950569576
1,2,0.5970686476452268
3,2,0.4991521977937303
3,2,0.4934285301157264
3,2,0.5474013568202186
1,2,0.2878961368623668
1,1,0.0962955626333292
4,1,0.5864999481729707
6,2,0.4264119265509798
3,2,0.531915952701872
1,2,0.2517802576790448
1,1,0.0332983831554297
0,1,-0.0364583778699636
1,1,0.4078007530215575
0,1,0.0965221995175438
2,2,0.3158557664071276
3,2,0.5366711125890008
4,2,0.4636562884517921
1,1,0.5579884510029361
3,0,0.3001344185993917
2,0,0.1610084096957894
10,1,0.576162358085619
4,1,0.4335491571657878
2,1,0.2815604086412199
1,1,0.3403226032925869
2,2,0.2176678885504354
0,1,0.0707468701653034
2,2,0.2953083413856205
0,1,0.0062498093565291
0,1,0.0783652496724392
0,1,0.3366057934691087
1,2,0.3603553020331025
0,2,-0.0716941841301632
0,2,0.2319968491668122
6,2,0.3962901857496938
3,1,0.3307507254022647
2,0,0.3056976247225047
3,2,0.4613980483891034
2,2,0.4102305598869394
2,2,0.3880295779061964
9,2,0.5239655944889737
0,2,0.2404363519216927
3,2,0.3298622792195453
1,1,0.2963077219373405
1,2,0.0369972778484813
1,2,0.1740559781121484
0,2,0.325544715921984
1,1,0.512685098840032
5,1,0.4633590251557624
0,0,0.0903417740540174
3,0,0.2365993912621536
2,0,0.1872549893122572
5,1,0.4314553861134327
5,1,0.3079880490716565
4,2,0.5195099331379565
1,1,0.216275045653545
4,1,0.3492345832193384
5,1,0.5258499104204996
0,1,0.2974877403316204
1,0,0.2433077764470182
7,1,0.4421047208838562
0,0,0.1148772200159731
1,1,0.154006247602839
1,1,0.2095049098573209
2,1,0.5004040499657739
1,1,0.0551439317392638
2,2,0.4179722310336364
1,1,0.253501569363021
1,1,0.0586142862724266
0,1,-0.1029834686317251
0,1,-0.1512763805751902
0,1,0.2582942583688029
0,0,0.0715927462213185
2,2,0.4135625701820447
2,2,0.2815194452094692
0,2,0.2442047427801772
2,2,0.5745412880861903
3,2,0.4545838967934449
2,2,0.2101463991629062
0,1,0.0249541814305365
1,2,-0.0181263000864308
0,1,-0.2660605803996088
2,2,0.1408658503432525
0,1,-0.1161715385515612
2,2,0.5173093585258434
0,0,-0.0153007070221473
3,2,0.3747055449498385
1,2,0.437704319188346
0,1,-0.0309105175857922
2,1,0.1567986256139434
2,1,0.1859678500344027
1,1,0.305008269301697
1,1,0.2521374558399996
1,1,0.2521374558399996
4,1,0.4074370088124991
1,1,0.2181818485296395
3,2,0.350762318413009
2,2,0.2571603349867991
3,2,0.3079397278091502
1,2,0.1673023979920522
2,2,0.4322056460907757
2,2,0.1845183504214528
4,2,0.3166665380392799
7,2,0.2628722136532526
0,0,0.5361320409011666
3,0,0.6121123190193637
0,0,0.4053220750040152
2,1,-0.0262373715300707
2,1,-0.1018469301251933
0,1,0.1212045177781933
0,2,0.5190425088841959
4,2,0.5759528627169229
3,2,0.4864350815227309
2,2,0.3719302251772061
3,1,0.4939742992377217
2,2,0.4269172532424352
4,2,0.5651106993199444
3,1,0.4709504357117003
5,2,0.6312787546387065
9,2,0.5613343937071623
12,2,0.485974269680257
7,2,0.5823411549958708
5,2,0.4325902051993247
8,2,0.8253095126682273
2,1,0.6362132949457993
5,2,0.5584354902194615
5,2,0.4153838451018867
5,2,0.6034761033780646
2,2,0.4466703130134936
4,2,0.6214290962249134
0,0,-0.1117840125070289
0,1,-0.0720849823854469
0,0,0.357561382357379
0,0,0.043945570604362
0,0,-0.2562079547547884
0,0,-0.0872489224728099
0,0,-0.0366424726116886
1,2,0.2295134607129731
3,2,0.4800018443768281
8,2,0.8253095126682273
2,1,0.4726076341207745
4,2,0.5725285988475334
1,1,0.3983264658651317
0,0,0.1927939702758426
1,1,0.2261485083478124
1,2,0.2910271215564887
0,1,0.1091452843195195
2,2,0.3886723166364926
0,1,0.2527486426284878
1,1,0.4233116781894746
0,0,0.2388285271016397
4,1,0.6006507874481748
5,2,0.7074097410184983
0,1,0.1460473488312784
0,0,0.1342988817749774
3,2,0.5411329172199641
3,2,0.24295808830026
3,2,0.5529509647569293
4,2,0.3509773753660773
0,1,-0.0382153480721871
1,1,0.3649241882203216
6,2,0.7541230646262057
2,2,0.1567094025393726
6,2,0.6021005913697918
5,1,0.138304002771192
4,2,0.3849333088176576
0,0,0.1432494579826141
1,2,0.3235400338982011
6,2,0.396476278398298
3,1,0.303742371128517
1,1,0.3656282215292907
0,1,0.387511140169199
1,1,0.2212425312323055
6,2,0.3606480360823444
0,1,0.1459846103947806
0,0,0.2773221878279873
3,1,0.2029439986935416
4,0,0.055352122252889
1,2,0.3886723166364926
1,1,0.3838459359039823
0,1,0.2220844841084222
3,2,0.6133487648799644
0,1,0.4070829827649109
2,1,0.1776568006768473
2,2,0.2880452786895681
1,2,0.2550516760489709
0,1,0.3518242959579525
2,1,0.3570657123108872
0,1,-0.131728672796085
3,1,0.4832957453877743
1,1,0.371561479781911
5,1,0.5519815449516059
3,0,0.4660430257558577
5,1,0.6355772574895756
0,0,0.0850819527189931
0,1,0.2452906595731496
0,1,0.2100979674635319
2,2,0.3886323167990541
3,2,0.1228860017664412
3,2,0.2586429117310306
6,1,0.5479274163235975
8,2,0.601181742799845
2,1,0.2417342612439391
2,1,0.3632382835005499
9,1,0.8332161691565353
0,1,0.3372250369412075
1,2,0.2928902176340661
3,1,0.1422457565870114
2,2,0.2467458504129573
0,0,-0.1242954073028157
0,2,0.1100289967328841
0,1,0.3515678530059689
0,1,0.1758657467906693
0,0,0.9999999999999998
3,2,0.5411329172199641
1,2,0.5279711474773244
2,0,0.1830353707976893
1,0,0.0586334224375541
1,2,0.4274655350619774
2,0,0.2563985968821218
5,2,0.0732640192082063
5,1,0.134423840142676
8,1,0.297845039614089
3,0,0.1812890656001041
8,2,0.5685683335164503
0,1,0.1357156646046383
2,1,0.3838111878668
4,1,0.423316845413217
1,0,0.1261790711664017
1,1,0.2765590988391722
1,1,0.3030697335933817
0,2,0.2973817031619116
3,2,0.548030278565339
0,2,0.3064880365522661
0,2,0.1454271428853621
1,2,0.1644747974107174
1,2,0.1192471679456713
5,2,0.0658739717349402
1,2,0.4719383660526943
6,2,0.7129959675191774
1,1,0.1530998668550833
3,2,0.6896872129235513
3,2,0.3257934631243032
3,1,0.107221434198544
5,1,0.5618780751224002
4,1,0.5715216540152994
0,0,0.1813377112510101
1,0,0.3125912016353681
2,1,0.1433252957215957
0,2,0.1247661899818675
1,1,0.0730185315176408
1,2,0.2627109735633369
6,2,0.5907317470119384
4,2,0.4997918523987706
3,2,0.3825405229886671
3,2,0.3281884811324416
6,2,0.5476669921892182
3,1,0.392110718041034
0,2,-0.0182538342542979
2,1,0.3298925090602688
0,1,0.0674601921087846
10,2,0.8861902018032777
1,1,0.1635170705104132
3,1,0.5450853752496903
1,2,0.2581832997550209
5,2,0.637668331915868
3,1,0.2203394686834452
3,2,0.4681655112877433
3,1,0.3905691271386722
3,1,0.4401660154465533
3,1,0.3667195266496248
3,1,0.3342197328971443
2,2,0.1649189702013037
4,2,0.7613571576776267
0,2,0.1270456312551867
0,1,0.0650757385749513
3,1,0.1666138197233893
0,2,0.251130552946774
1,1,0.2694825570616049
1,2,0.350349104997335
1,2,0.2895122260240803
3,0,0.3186574497346724
6,2,0.6358438928706626
3,1,0.2907050785943873
0,1,0.346787427972518
0,1,0.1858815425780829
0,2,0.1919609597083242
0,2,0.1939594864281174
4,2,0.4529595084158156
0,2,0.3646689821693883
2,2,0.3780274256198286
0,1,0.1027638781274136
2,1,0.4606174513597054
3,2,0.1768298214880651
2,2,0.2672199751145477
3,2,0.2007805210880726
7,2,0.6042500627042242
1,2,0.1257020416244308
5,0,0.3242051827905606
4,0,0.3377341568772587
0,1,0.1237844003415885
2,0,0.154299815244271
1,1,0.3452056448641896
5,2,0.7071510533886795
5,2,0.8508337502172941
4,2,0.4315207032664764
4,1,0.2940014645169828
0,1,0.2253284764887414
1,0,0.3922183230025203
3,2,0.4810863343786409
1,1,0.3761836478257511
1,2,0.3314889436417007
7,2,0.630852944564545
1,2,0.5121788951176269
2,2,0.5424089248764568
5,1,0.3312829143455801
0,2,0.2366359473447163
5,2,0.3339437218515792
7,2,0.4969096448333574
4,1,0.4082195828579051
0,1,0.0797348932409778
0,1,0.0334505742226012
2,1,0.4819762012528935
1,1,0.4538598657753981
0,1,0.2289428227899078
0,0,0.268659397624627
0,1,-0.0500720690731367
0,1,0.0090718147692581
4,1,0.3407912700341516
0,1,0.0927874302203057
1,1,0.1709612514664312
0,1,0.0239861818732355
0,1,-0.0736408125273949
3,1,0.2014274684109966
0,1,0.2073736531817386
1,2,0.2885499044750833
1,1,0.5670712099063598
7,2,0.558930094015236
2,2,0.4805545652854976
4,2,0.4996613162542611
1,2,0.5286064220556101
3,2,0.6057515853485615
0,0,0.0196658561283424
1,2,0.2564128679613794
2,1,0.4049139859354884
1,1,0.0148712020289529
3,2,0.0840999629824267
5,2,0.4382267812884442
1,2,0.1143408686640063
7,1,0.6714562017866799
0,1,0.0328805577188366
5,2,0.3072707230199998
6,2,0.385637280037657
1,2,0.222697115231583
1,2,0.2855366694901224
0,0,0.1093333585439329
2,1,0.4473438899019852
0,2,0.484786089090351
0,2,0.2271093496859627
4,1,0.1990306962734196
0,0,0.0359770789422195
3,2,0.1757046441157201
1,2,0.1133482566525362
3,1,0.173740459977666
3,0,0.2608226706064018
