common_roots,relevance_degree,fasttext,doc2vec
0,0,0.1236321866514523,-0.1655046387534991
1,2,0.3671146798269853,0.1173609653335851
1,2,0.4950034942644972,-0.0727658228945888
2,2,0.3338959190450439,0.0719370160007783
0,1,0.2606992498528164,-0.0623322560525833
1,1,0.4343376109245421,0.0845586871255895
1,2,0.5768616095095499,-0.0642130693890767
4,2,0.6837835082486561,-0.1672571201025562
3,2,0.5445988560581174,-0.0290364682378897
0,1,0.0680410202046979,0.0005839166309325
1,1,0.0203344202960753,-0.0075423365098987
1,1,0.1042112762286324,-0.0051197139496742
0,1,0.2919535774891306,0.0732893640540632
1,1,0.2645053429729656,0.1154267419368344
0,0,0.0614017529098797,0.0003556366575649
0,0,0.0473547685179754,-0.0622607265370935
2,2,0.0939636871632883,-0.0147841721216643
4,1,0.2118879631991399,-0.0624654051942583
3,1,-0.0273789166895327,0.0688745647310154
0,0,-0.1847065463854781,0.0706899677987293
0,2,0.2454745531075859,0.0406794636775439
0,2,0.125392422600983,0.0976765690158763
0,1,0.0711158855190298,0.1068395893610444
2,2,0.2797578646411902,-0.0633345455739875
0,2,0.002865755303063,-0.0290277545915547
0,2,0.2177107295980367,0.0636363647795251
0,1,0.0877975979923255,0.1511115362197656
0,0,0.0862812474321353,-0.1142289985321561
0,2,0.037097272746403,-0.0492556365626829
0,1,0.0307818935442856,-0.0174859927071977
3,2,0.4844276871340822,0.0645676300982349
0,1,0.2738287089963459,-0.0145615866302783
0,1,0.121394643043836,-0.0478453755706015
2,1,0.2248482702183716,0.0994079725934081
1,0,0.1957164290548714,0.0311774560989251
1,1,0.2457863623935129,-0.0168379442634497
3,1,0.5496202770556649,-0.0937478195513048
0,1,0.1968248761649194,-0.1027485641594379
1,2,0.1254399615477385,-0.1734172744691946
0,1,0.162421000653809,0.214688704344992
0,1,-0.086868773961381,-0.0726990007955585
1,1,0.3189722125824015,-0.0062924343245912
0,0,0.136124589463123,-0.0135627233880081
0,0,-0.0527924141048648,-0.0229369724871547
1,1,0.2233966069734335,-0.0052458611219007
1,1,0.2923575529945917,-0.1196516041496461
2,1,0.1253221490174271,0.068648075330215
0,1,0.1460508100459325,0.0197748201557477
0,1,0.1684677135691947,0.0936963894110107
2,1,0.3496345129179601,0.0391204251076332
2,1,0.3581273183414166,0.0609149772585229
0,1,0.0897776352766765,0.0344916875238799
0,1,0.2936642894969249,0.0632315463251925
5,1,0.2005080881799983,-0.0333660357627055
0,1,0.0011384308096539,-0.0823443656279284
4,2,0.6133014677634757,0.0808009464154139
6,2,0.7849553471955838,-0.0983684562614043
1,2,0.5286640156421448,-0.0335314487181368
8,2,0.6663288335228288,-0.0536174610739973
5,2,0.5009078038409495,0.1124118666683477
8,2,0.8377746150632293,0.0482716884921327
8,2,0.8276562742483295,0.0702451484735259
4,2,0.2989697376449984,0.1357318304556612
4,2,0.5659336146170748,0.0007389182512764
1,1,0.1533951434172127,0.0430069370447077
0,1,0.2685354472170898,-0.0501969316374681
1,0,0.2734841973276495,0.0936979536645068
0,1,0.0667476938971116,-0.1567028315446918
0,1,-0.049458854210181,0.0075628915958793
0,1,0.1201162068677212,-0.0458420254693162
0,2,0.0050988182717887,0.093812478570801
0,0,-0.0536821006080609,0.0098413432058424
0,0,-0.0662067517456236,0.0263550082940142
0,0,0.0443822033048705,-0.008745552324226
0,1,0.0948181981319086,-0.0684567314447703
0,0,0.011534985268836,-0.0086755820219569
0,0,0.0976002575270392,-0.0933329415055532
0,0,-0.0500553279111174,0.0007211041497208
0,0,-0.0432109285124321,-0.0852960204966575
0,2,0.2271562671173691,0.1477781056962057
1,0,-0.0104941429355764,-0.0331235025027035
0,0,0.1191370489801785,0.0575885965983983
2,1,0.1884461848774679,0.0031789090674617
1,1,0.1933381569557012,-0.1074743309013212
0,0,0.0706873210188997,0.1838466941878674
3,0,0.2046522689914256,0.1037799307415687
3,1,0.2513499726671724,0.0957239088205282
4,1,0.26845618385333,-0.0247244895397434
3,1,0.2176474906256293,-0.1077049512058896
5,1,0.517326075869201,0.0498268172011529
6,1,0.3544120900629119,0.0324382444168067
3,1,0.3838723203101992,-0.0200720376391519
3,1,0.4116053845302613,0.2033506274755219
3,1,0.3176425131495512,-0.0437083905774164
4,1,0.2768775956450773,0.1004640463327474
3,1,0.3091703326014003,0.1346034843521869
6,1,0.5063280641052635,-0.0912812793473034
11,1,0.7513978231627675,0.0075172127444207
1,2,0.4580410443264662,-0.1105823990590413
0,2,0.0724694523390171,-0.0375942914493244
0,1,0.0036253996986523,0.0723931806360903
3,2,0.7079366907174555,0.0692304890421153
2,2,0.242113676936775,0.1789597165152979
9,2,0.9250191698352256,-0.0235958170140485
3,2,0.4444683497584759,-0.1010463350995041
4,2,0.4038183158529282,-0.0791697345840058
4,2,0.5383142367303863,0.0108474776430344
4,2,0.2585449085313026,0.0385151346490315
4,2,0.4748496587198537,0.0503628752446756
0,1,0.135123647172096,0.0146954001266216
0,1,0.1409964165265382,-0.0338308354288649
7,2,0.6266375537746144,-0.0096042346606714
1,1,0.4200767323348893,-0.0208255178828229
5,2,0.5158670722682047,0.0041323314181177
3,2,0.3319471224012454,0.0928076351678022
2,2,0.3646918861929293,-0.0205803014795991
5,2,0.4963860964275305,0.0498850689314048
5,2,0.6682615785056549,-0.0182104875295792
2,1,0.7007243762135499,-0.0642237539715262
3,2,0.464409121231122,-0.06701409563843
2,1,0.3361644805553475,0.0209832257634896
0,1,0.2062603215277518,0.1445789417399305
1,1,0.0995727634967635,-0.0179521928467726
0,1,0.2260562137754946,0.107762155262534
0,1,0.1898107805909869,-0.0355894306513659
6,1,0.4434081935579491,-0.0014699804027872
5,2,0.4542377150823252,-0.1176183615917935
4,2,0.258051526898823,-0.0240620025931129
1,1,0.1075918789893393,0.0149621002148506
4,2,0.2998546679591276,0.010586373253363
4,1,0.3246103765519945,-0.006417223182053
5,1,0.3768042307108391,-0.1664952140101951
1,1,0.1380884769884502,-0.0172875909148598
0,1,0.0118531380381658,0.0019526697735013
5,2,0.5244124583101385,-0.0502719447188351
6,2,0.6117899738885401,-0.0273859263994245
0,1,0.2252635783519967,0.1309491918672294
0,1,0.1942059938583946,-0.1800285639504218
2,1,0.398145180698045,0.0223412107490339
3,1,0.2370628880337022,0.075374378103949
1,1,0.0143636436626338,0.0653083035015584
2,1,0.0800207429692661,0.0511237112995348
2,1,0.336069749761036,0.0224652676120582
3,2,0.1691603143060719,0.0080896494287135
2,0,0.0120776408858927,-0.0070460310431198
3,1,0.2229174031305996,-0.1012204524824167
3,2,0.449142574534779,0.0152272931486368
4,2,0.4501691536506215,0.0679267558406153
1,1,-0.0939940574779522,0.0503917965298149
1,0,0.0685511875603009,0.0900142641213774
5,2,0.7747491115149245,0.0746889336829696
0,1,0.2003385184870309,-0.0375934890642648
2,1,0.40509214207557,0.0878860893767231
2,1,0.3550874982015845,0.1818841408750773
0,0,-0.0370411828499402,0.1581924940155619
0,1,0.1633330744009947,-0.1025802150380656
1,1,0.205516390068191,-0.1638393209757145
2,1,0.1387228317075023,0.0326605090951373
0,1,0.0637797525636897,-0.0493041425642599
1,2,0.3688125625116358,0.0594688511303076
0,2,0.427585520999482,0.0221832834667074
3,2,0.4487237368362193,-0.0143987076431941
2,2,0.4933216629674966,0.0382089544535114
7,2,0.8134520556530717,-0.0836044404555167
0,2,-0.1626977757337912,0.0184728310738266
1,2,0.4246793842181448,0.0224127904248448
3,2,0.3546167515730422,-0.1453060684175221
0,1,0.16123823446391,0.1347984812037995
0,2,0.2892488288938146,0.0397670533862329
0,0,0.1526888686919622,0.0869913659294688
0,2,0.1159227286182316,0.2145597377269131
0,2,0.2929467123593815,0.0292938903101657
0,0,0.1009066000996448,0.017509765451823
1,2,0.2851439296893846,-0.157439249550168
2,1,0.3340854692009398,-0.0615684812811376
0,1,0.1595978079390663,-0.1126018740682467
1,2,0.2873842361592256,0.0046840046249618
0,1,0.1198884764858006,-0.1107674926922696
2,2,0.850230359866256,-0.0176790677447544
0,1,0.125612802494211,-0.0285943574887924
4,2,0.3817443177624188,0.0527599842818792
1,2,0.339591098321829,-0.1731548698102447
3,2,0.3425292476661016,0.0414877269750701
2,2,0.28063315481,0.0062487456724316
2,2,0.430958518502483,0.0790959588199397
0,1,-0.0853695872620751,-0.0287160007348039
5,2,0.5522221487562357,0.0135378985513419
2,2,0.2127968180378337,0.052171669410989
1,2,0.1690050250198187,0.0814880838525296
1,2,0.125493657107543,0.0451207333132121
0,1,0.0466172751793174,0.0069853988611308
4,2,0.5485030508245942,0.0983514546466599
0,1,-0.1467859103952174,-0.0141062260574065
1,1,0.2188205103433568,-0.0115681047527247
1,1,0.2670370209780605,-0.1026463468507722
2,2,0.2690476565801675,-0.0388587675507315
2,2,0.3217755645371644,-0.0704554690627818
1,2,0.3915142346235754,0.0111870800424669
0,2,0.3308723189242378,-0.0527814349072311
1,2,0.2390576188550017,-0.0816298684432356
0,1,0.1590795797438097,-0.0200921334459974
0,1,0.0618988798791091,0.0968403948590002
1,1,0.1389955306639735,0.1180425380147547
2,2,-0.0349410420005235,0.157848717421424
0,2,0.1777088093671778,-0.0103953256320478
12,2,0.9430920405016224,-0.0253897460614459
1,1,-0.3180320203259332,0.0790588403527154
2,2,0.4340058169564533,-0.0445028695346965
3,2,0.5566828612415571,0.1009228537715527
3,2,0.5833784045465333,-0.1706554212686427
2,2,0.1336767851112973,0.0862433124883878
2,2,0.2793415824472741,-0.09722615556571
2,1,0.0521864365467082,-0.1096405837251402
2,2,0.4737004010667307,-0.1728866861059847
2,2,0.2626242298528403,0.0098543060763616
4,2,0.4671367712469202,-0.0989572946720592
2,1,0.2633862724439536,0.0478755730972967
2,0,0.1516720552468847,-0.1463949072761804
3,1,0.0657103671509264,0.0959101145296017
1,0,0.0122339041060733,-0.0813400971324024
15,2,0.7701806369704719,0.0288388059598245
2,0,0.2561709005468557,-0.0720596895959952
0,0,0.070692711837434,0.0965288983598176
2,1,0.4539928332870607,0.100641487471014
1,1,0.2500681533246428,-0.0041346626042555
4,1,0.3380600814449719,0.0897621858866039
2,2,0.5632343109131153,0.1416886080074173
3,2,0.4979017691260878,-0.0698531014040677
7,2,0.862887307251961,-0.0802296113665656
3,2,0.2044802846803977,-0.101451027048875
2,2,0.4107807754676115,0.1213660519182188
3,2,0.1136566557308395,-0.0326472817499166
1,2,0.1785042021208534,0.0565698917560893
4,2,0.3268385864656687,0.065535002737858
0,1,0.0561118925757604,-0.0399517762500135
1,1,0.404941574799066,0.055007441037397
0,1,0.1637820338669914,0.1115371577087606
0,1,0.0831729232568229,-0.0538350837709635
0,1,0.1633775804718706,-0.0362817826538103
1,1,0.1152450429605776,-0.0278971607663725
5,1,0.3558560826737628,-0.0830229752580798
4,1,0.3239633500606536,-0.0630611082321783
4,1,0.2141579151705622,-0.0568507147760839
5,1,0.3950086809855002,0.0704096591084396
1,1,0.3665029021311206,0.1218428355863715
1,1,0.4383680895408261,0.0733761813536409
3,2,0.4234181964995388,0.0648040773809549
0,1,0.2641002813587425,0.0564131019916967
0,1,0.1296816482282561,-0.1417828180426213
0,0,0.2116963776170836,0.1475813833190859
0,0,0.1476179330294626,0.0449489553587335
2,1,0.2983064006940108,-0.1073165173954033
0,1,0.214213286832745,0.0122983744824373
0,1,-0.0073483201226024,-0.2484043397029713
0,1,0.0840310557333677,-0.0599668392809592
2,1,0.3353668700111337,0.1485290970905854
1,1,0.3353856800276475,0.022568295720212
0,1,0.0817685356784345,-0.0074157646404566
0,1,0.0648745144991736,0.0427020724739534
0,1,0.1553881493472581,-0.0924349949721085
0,1,0.2220210955760642,-0.1578741093033849
0,1,0.2215331655478855,0.1913252573352559
0,1,0.2456275099532195,0.054380316564774
0,1,0.0384034386496499,-0.2134396994658194
3,2,0.4131923620979328,-0.1269726779573377
1,1,0.1999052953234563,-0.0577967459787739
0,1,-0.0615445415167597,0.0716475221446205
1,2,0.4079145463903749,-0.0196260253490332
2,2,0.2146630567503594,0.1381558489150298
4,1,0.3941107945865071,0.0187563570327604
0,1,0.2905374189936514,0.0726977065331247
4,1,0.276372677638209,-0.0597863007661517
1,1,0.1967016820385961,0.0620958224797023
3,1,0.3359842366798103,-0.0261421433367134
0,1,0.0362121735495798,-0.0548567008251473
1,1,0.2153136569604828,0.0120177704015226
0,1,0.4064503290091347,-0.0068853611205048
9,2,0.6583849926757227,-0.0943921986721632
1,2,0.0249595826495484,0.0171708049269705
5,2,0.329784533579063,-0.0905445467625762
4,2,0.5339504918742215,-0.0188986736347229
1,2,0.0523119669942833,-0.0524642730272584
2,2,0.266969388003386,0.0988857843772079
2,1,0.4782918600982712,-0.0011270129020696
2,1,0.3019598920310316,0.0056270677069489
1,1,0.241322605907029,-0.0769355012776828
7,2,0.6249952399769536,-0.0190587483012401
6,2,0.4957919455468894,0.0400910077612853
1,2,0.2929709617509644,0.0230755586596579
0,0,0.0735599084718603,0.1080590737991258
1,0,0.1297522289229188,-0.0130849035706971
2,1,0.3169657977642985,-0.033964840639768
6,2,0.6923981746842387,0.0599878491435609
2,2,0.229908213239013,0.0283138228714139
1,1,0.144836710803721,0.0084215992880517
1,1,0.45713968767197,-0.0371063286362346
1,1,0.6100013913986138,0.0293010785195832
4,2,0.5740346945756665,0.0139045634755983
0,1,0.2155546339222003,-0.0113466685758495
0,1,0.1058415885928943,-0.1303880035994309
1,1,-0.109694955246646,-0.1103049392167176
1,2,0.3736791817388395,0.0922496861113594
0,2,0.3085363645892501,-0.0517243879762314
1,1,0.1776968075845005,-0.0472025996085647
3,1,0.4618156118126267,0.0345928168153441
0,1,0.256331036132584,0.05141582536289
1,0,0.1263816769669101,0.0090067174294495
2,2,0.3992640215968381,-0.1367750905567178
4,1,0.4709394035782754,-0.0533468939995531
1,1,0.2835863226600117,-0.0330791020777383
2,2,0.3558396619221471,-0.1158744110108691
2,1,0.381615216918824,0.086240200783309
5,2,0.1559063139158714,-0.0664575454328195
2,2,0.3405032686958673,0.2127484524508659
5,2,0.4309943128380021,0.0665630141053722
9,1,0.2567432782781197,0.0422944142977287
7,0,0.2751040592132102,0.1521346766748033
9,0,0.4045659067757668,0.0406857048341265
10,0,0.4991285107530877,0.0441657448767202
8,0,0.2039837835244742,0.0329127645489695
3,2,0.3333035560920407,-0.0400358884681088
2,0,0.1381482789165314,-0.0087342082603491
2,2,0.0333327022460579,-0.0994501760260554
3,0,-0.10218235230301,0.0692600676074226
1,1,0.3419566864921377,-0.0743391025461168
2,1,0.1347862197489507,0.1881413919365899
7,0,0.4240965367465301,0.0906871175120971
6,0,0.3681753252841131,-0.016253706601048
8,0,0.3226406178629454,-0.0490652153306903
7,0,0.3123318400415227,-0.0043737441502406
1,0,0.243132328070432,0.0220243238171059
2,0,0.3176968712823529,0.1024091235919635
11,0,0.3102627512530263,-0.0153252070245419
7,2,0.500536661331595,-0.0139341381968183
2,1,0.3034722976465045,-0.0430720793045133
2,1,0.1744487457941005,0.0191003599603173
1,1,0.1020260087783238,-0.1279220795431787
0,1,0.1532161240592802,-0.0765572071897752
3,1,0.4166263270483474,-0.1041179502312071
4,2,0.5152408731420445,0.1538650924707712
2,1,0.2262998167830632,0.0014775378892326
2,1,0.3664249857697298,0.0786932926564432
0,0,0.1325343900034458,-0.0573123837140759
2,2,0.4729014264652585,0.0805798942750026
3,1,0.3232186233228008,-0.1841490970996007
2,1,0.17981202042576,0.1296002847715505
0,1,-0.0071535270598203,0.017181592803787
5,1,0.3686585560957013,0.0511402857196169
2,1,0.2644298092383818,0.0306411201482311
4,1,0.3515747247457768,-0.0136236563068671
0,0,-0.072094176587194,0.0017179474507114
3,2,0.0517153447639824,-0.0739060379666084
2,1,0.5537559331194692,0.0676281381013341
0,1,0.2735648235084158,0.0339782660676997
1,2,0.2390475908565846,-0.0872013127834979
1,1,0.3116337891227682,-0.0771326616848414
0,1,0.2356105359228963,0.123608325163104
0,0,0.0371286628673506,0.0120321492912469
0,0,-0.0446415966761066,-0.178490122103577
0,1,-0.0118601111370497,-0.1105912967359363
0,0,-0.1809846150232712,0.1174125376435465
7,1,0.7572596485050809,0.0369892994038405
6,1,0.4970489637920183,0.1734629560861466
3,2,0.3471038143677725,0.1380847952719436
2,2,0.3951789000370522,-0.0484364558621887
3,2,0.2351469435587916,-0.0399223337381533
2,2,0.2589620991844736,-0.0040350121799923
3,2,0.4210617484375309,0.1128966564283611
3,2,0.427649492699264,-0.000383756684901
3,2,0.5802073505943545,-0.0439882170790926
2,2,0.487361186692045,0.057765796906351
0,1,0.4345675441606829,-0.0347703844849026
0,1,-0.078812434453612,-0.0336286528021488
1,1,0.42772853503165,0.115424818756747
4,2,0.4228911762925472,-0.010291334641199
2,2,0.6068778908084019,0.0870316408767351
3,2,0.7425908253748059,0.11692092873269
0,1,0.155218593351,-0.0122039979467871
2,1,0.3382925081618618,-0.0137011707004086
1,2,0.4202382738236782,0.0228319204899789
2,2,0.6813651163165768,-0.0470070848346797
3,0,0.5127054647109005,0.0001744708199304
0,0,0.068855897129832,0.0228319228867062
1,0,0.0006977007659943,-0.0555757110797267
0,0,0.4134231187930792,-0.1511131056198912
1,2,0.0874451167531897,-0.0811853240975813
0,0,0.0786143418646716,0.14652726074936
3,2,0.4125768374711448,0.0186340425029585
3,2,0.6069624511463825,0.0495836280335411
4,2,0.7321789397621572,0.0066220407483309
1,2,0.3494742230976553,-0.1046613068501343
3,2,0.2384561362778265,0.101468441609827
5,2,0.3018834362983033,0.1230497511255305
8,2,0.5638768586572813,0.003862045612509
1,1,0.2762451183495418,0.014020634890581
2,1,0.6662501867540557,-0.0218237931258847
3,2,0.2714975495098082,0.0593668061264652
0,1,-0.1440149822472432,-0.0051502103158763
2,1,0.3816466065951549,-0.0148350916614233
3,1,0.2839189881414098,0.0749598301535096
3,2,0.3114404987765797,-0.037413532301101
5,1,0.3645977932896878,0.0093941473325189
1,1,0.305536433504686,-0.1124261629232982
1,2,-0.0343617899298327,0.0070952633410596
0,2,0.1802181278821661,-0.1745241749328106
0,1,-0.0405039911005999,0.1109484793097443
0,1,-0.0610408096466106,-0.0128472676108366
0,1,0.123872767629256,0.0898641067262236
0,1,0.0873728193240536,0.0635188814927473
2,1,0.3357519524566666,0.06957889637507
0,1,0.3016379666760539,0.0807262567564073
2,1,0.4133713133588431,-0.231238521262051
2,1,0.4038761147386716,0.0626707392865027
6,2,0.72084825522904,0.1585594863085845
4,2,0.4635778091101927,0.083950467171309
0,0,-0.0888733779712957,-0.1767582478463003
3,2,0.6635698922541365,0.0020324235914687
4,2,0.3810490589126948,0.0194085845867438
1,1,0.165369880801501,-0.0184125093907649
2,0,-0.0586167623782706,-0.0169703892645579
3,1,0.617183321097322,0.0037236779932178
1,1,0.4906548758595912,-0.0853752877646675
4,1,0.444378286441809,0.1540557769522705
1,1,0.2122793822370401,0.0238714226577681
4,1,0.3137975547957633,-0.0953233840204318
0,2,0.3312748960408992,0.0035584839297885
1,2,0.2361149603313971,0.0064660617634069
3,1,0.2518820473137345,0.062645237806795
4,2,0.4086284670932066,-0.0945344408280585
0,0,0.1270122942366669,-0.0346154348958494
1,2,0.3897971616556845,0.0157608202144197
0,1,0.2717282913996709,-0.0101900548667882
0,1,0.0700284978402788,0.1607157006731203
0,2,0.3639684634744299,-0.0693475370939798
2,2,0.303002839419324,0.0562616364107421
0,0,-0.0899552072754755,0.0292902075656201
0,1,0.0623559040414322,0.0260782272687179
2,1,0.4539253903600509,0.1075274152783356
0,2,0.4292013007765229,0.0331331708263239
2,1,0.3320173922103928,-0.0480851990813017
3,2,0.288920376148233,-0.1050147717148608
5,2,0.4315207032664764,-0.1969565095321949
5,2,0.1719462577559892,-0.0309650697844892
2,0,0.1680488205885546,0.0301886255334545
1,1,0.011423292979886,-0.0759796543575851
6,2,0.3906343678781379,0.1028655498870202
3,1,0.2224156831248941,0.0401818977351952
4,2,0.0827781182346561,0.1114610252269896
7,2,0.7518604790435729,0.0165242958539458
2,1,0.1854591897631883,-0.110987766198913
0,0,0.0185000935912408,0.2459678878476166
1,0,0.2516579261926129,0.0163699251229172
1,2,0.1366962553813071,0.2254544645420179
3,1,0.5728707789774993,0.0364581889275989
2,1,0.0546782864101392,0.0372869011908913
3,1,0.1388406742525854,0.0160366291520676
1,1,0.15135773823641,0.0710280747625839
1,1,0.0256297989557371,-0.0478690988707103
1,1,-0.0595403439261416,0.0744583085968031
1,1,0.2171864993034536,0.0080701947940211
4,2,0.5123733241997135,-0.0361198902877097
1,2,0.3808256499332431,0.071488050816888
4,2,0.490141596369114,-0.0989816527081419
2,1,0.2558015311970771,-0.0702813158737653
0,1,-0.0850793824765672,0.0166409373611786
3,1,0.1156296949998866,-0.0448843594080369
2,2,0.1839160450624638,0.0019969776385557
1,2,0.4782226886108234,-0.0630274743707042
1,1,0.009461436713231,0.0203141996170131
4,1,0.444378286441809,0.1540557769522705
1,1,0.5142160895662194,0.0108075136952969
1,1,0.2897837549125444,0.1170577451832269
1,1,0.4195671328131565,-0.0575504009175092
2,1,0.3872872573195302,-0.0448465652024156
4,1,0.284333583318629,0.0273863923226256
1,2,0.3576416291001802,-0.0850522753921644
1,1,0.3562523333927627,-0.0429962149610417
0,2,0.3010073738504945,0.0985375362530741
0,1,0.2837899631890884,-0.1069223874235036
0,1,-0.0803645691047259,0.0084393336501027
0,2,0.1031068211167585,0.112532544944939
0,2,0.0655765757630903,-0.0452007956365358
0,2,0.1194831275386018,0.0952559753909155
0,1,0.0828430861109205,-0.0136740420345327
3,1,0.7457977656896783,0.0598440833565335
0,1,0.2600795581991573,-0.00771832027619
0,1,0.4159434170256929,-0.0345507497781229
0,1,0.2298036733020789,0.0216167132991478
0,1,0.3712657065446346,0.1284782501704704
0,1,0.3276635988878518,-0.1017852881388761
0,1,0.3394615703614775,0.1026108185665527
0,1,0.1239035648890993,0.0967527799049905
0,0,-0.1238056414057846,-0.0389166638789335
0,0,-0.0281409165647929,-0.1221902384734006
0,0,-0.0086703028208934,0.0648102039235961
0,0,-0.2163064174513241,0.05528899695681
0,0,0.0106499043621106,0.0385413491828425
0,0,-0.0364932432680783,-0.0559030418616462
1,1,0.3362608221106323,-0.0949660994891594
5,1,0.554896184192094,-0.0550125857721755
3,1,0.6972133529209518,-0.0254031194108867
4,1,0.4396548467284469,0.0193931962544846
0,1,-0.0100189358422821,0.0936722929912025
5,1,0.551281816510011,-0.0967209471163846
3,2,0.3863454466270562,-0.1297270862625971
0,2,0.1543047023020916,0.1258433677578747
0,1,0.2706109475846027,0.1352738930706729
2,0,0.4879677118131714,-0.1734964217699875
0,2,0.2399912654274494,0.0171234627574562
4,1,0.2575774935950689,-0.0245586822751482
2,2,0.3792147693858947,0.1298269146877887
4,1,0.4395629624387795,0.1240870965188036
3,2,0.3058502227496787,0.0554129749483495
2,2,0.3846761856630663,0.0581212841945665
3,1,0.4192418944097051,0.1061807602768373
5,2,0.2914690430326978,-0.0079084084193897
1,1,0.2911017200575586,-0.0089588281472643
1,1,0.0349976950929474,-0.0119146353186465
2,1,0.3286582158188676,0.0072545128655894
14,2,0.6016955152579663,-0.0368732200090147
9,1,0.2610788933073659,-0.1518614346267646
7,2,0.5802073505943545,-0.0439882170790926
5,1,0.4192418944097051,0.1061807602768373
4,1,0.2938605690668384,0.0520719501418226
0,2,0.2916206024686788,0.149797541381306
3,2,0.342321085364019,0.0413978280405119
8,1,0.3540132939264692,0.2290045807040725
12,1,0.71245786147167,0.0569284004350178
